"","X","ID","Sample.No","locus","index","well","site","C","T","total","C_Ratio","age","Sex","Population","ind"
"1939",2520,"I27","I27","CRF","6B","CRF_6B_S42_sort.bam","CRF_95",18,325,343,0.0524781341107872,43,"F","NR","6B"
"1940",2521,"I27","I27","ACTB","12B","ACTB_12B_S90_sort.bam","ACTB_74",237,17667,17904,0.0132372654155496,43,"F","NR","12B"
"1943",2524,"I27","I27","NP","6B","NP_6B_S42_merge.bam","NP_45",1,1555,1556,0.0006426735218509,43,"F","NR","6B"
"1947",2530,"I27","kw94-13","ACTB","12A","ACTB_12A_S89_sort.bam","ACTB_49",5,32187,32192,0.000155318091451292,20,"F","NR","12A"
"1957",2540,"I27","kw94-13","CRF","6A","CRF_6A_S41_sort.bam","CRF_33",52,162,214,0.242990654205607,20,"F","NR","6A"
"1967",2551,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_90",1,1673,1674,0.000597371565113501,17,"F","NR","6C"
"1968",2552,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_66",0,1692,1692,0,17,"F","NR","6C"
"1969",2554,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_132",0,1649,1649,0,17,"F","NR","6C"
"1970",2558,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_92",0,1672,1672,0,17,"F","NR","6C"
"1971",2563,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_154",1,1435,1436,0.000696378830083565,17,"F","NR","6C"
"1972",2567,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_45",0,1687,1687,0,17,"F","NR","6C"
"1973",2568,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_49",10,27930,27940,0.000357909806728704,17,"F","NR","12C"
"1975",2571,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_151",129,1307,1436,0.0898328690807799,17,"F","NR","6C"
"1977",2573,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_165",0,1434,1434,0,17,"F","NR","6C"
"1978",2579,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_29",6,27786,27792,0.000215889464594128,17,"F","NR","12C"
"1979",2580,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_148",2,1299,1301,0.00153727901614143,17,"F","NR","6C"
"1980",2582,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_51",15,27921,27936,0.000536941580756014,17,"F","NR","12C"
"1981",2583,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_54",2,27957,27959,7.15333166422261e-05,17,"F","NR","12C"
"1982",2584,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_157",1,1432,1433,0.000697836706210747,17,"F","NR","6C"
"1983",2585,"I40","kw97-3","NP","6C","NP_6C_S43_merge.bam","NP_160",0,1432,1432,0,17,"F","NR","6C"
"1984",2587,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_57",5,17406,17411,0.000287174774567802,17,"F","NR","6C"
"1985",2588,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_81",5,17368,17373,0.000287802912565475,17,"F","NR","6C"
"1991",2594,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_36",9,27824,27833,0.000323357165954083,17,"F","NR","12C"
"1994",2599,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_65",1403,26569,27972,0.0501573001573002,17,"F","NR","12C"
"1995",2600,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_71",1159,26802,27961,0.0414505918958549,17,"F","NR","12C"
"1996",2601,"I40","kw97-3","ACTB","12C","ACTB_12C_S91_sort.bam","ACTB_74",7,27969,27976,0.000250214469545325,17,"F","NR","12C"
"2016",2638,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_48",12,17399,17411,0.000689219458962725,17,"F","NR","6C"
"2019",2641,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_45",742,16497,17239,0.0430419397876907,17,"F","NR","6C"
"2022",2644,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_51",2357,15051,17408,0.135397518382353,17,"F","NR","6C"
"2026",2648,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_37",7,17405,17412,0.00040202159430278,17,"F","NR","6C"
"2030",2652,"I40","kw97-3","BDNF","6C","BDNF_6C_S43_sort.bam","BDNF_26",2886,14465,17351,0.166330470866232,17,"F","NR","6C"
"2031",2653,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_132",12,1495,1507,0.0079628400796284,14,"M","NR","6D"
"2032",2654,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_90",39,1509,1548,0.0251937984496124,14,"M","NR","6D"
"2033",2655,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_92",1,1548,1549,0.000645577792123951,14,"M","NR","6D"
"2034",2656,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_148",128,1090,1218,0.105090311986864,14,"M","NR","6D"
"2035",2657,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_151",0,1376,1376,0,14,"M","NR","6D"
"2036",2658,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_29",18,48772,48790,0.000368928059028489,14,"M","NR","12D"
"2037",2659,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_157",1,1372,1373,0.000728332119446468,14,"M","NR","6D"
"2038",2660,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_160",0,1373,1373,0,14,"M","NR","6D"
"2039",2661,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_66",22,1555,1577,0.0139505389980977,14,"M","NR","6D"
"2040",2662,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_54",19,49151,49170,0.000386414480374212,14,"M","NR","12D"
"2043",2665,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_51",11,49121,49132,0.000223886672636978,14,"M","NR","12D"
"2044",2666,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_165",84,1288,1372,0.0612244897959184,14,"M","NR","6D"
"2045",2667,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_154",175,1197,1372,0.127551020408163,14,"M","NR","6D"
"2046",2668,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_71",15,49213,49228,0.00030470463963598,14,"M","NR","12D"
"2047",2669,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_74",14,49241,49255,0.000284235103035225,14,"M","NR","12D"
"2050",2673,"I48","kw97-2","NP","6D","NP_6D_S44_merge.bam","NP_45",0,1578,1578,0,14,"M","NR","6D"
"2052",2676,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_65",3400,45858,49258,0.0690243209224898,14,"M","NR","12D"
"2057",2686,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_36",16,48856,48872,0.000327385824193812,14,"M","NR","12D"
"2058",2687,"I48","kw97-2","ACTB","12D","ACTB_12D_S92_sort.bam","ACTB_49",19,49104,49123,0.000386784194776378,14,"M","NR","12D"
"2079",2711,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_33",84,172,256,0.328125,14,"M","NR","6D"
"2080",2712,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_49",69,188,257,0.268482490272374,14,"M","NR","6D"
"2083",2718,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_26",2527,15461,17988,0.140482543918168,14,"M","NR","6D"
"2084",2719,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_37",742,17944,18686,0.039708872953013,14,"M","NR","6D"
"2096",2733,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_45",2030,16505,18535,0.109522524952792,14,"M","NR","6D"
"2097",2734,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_48",1354,17337,18691,0.0724412819003799,14,"M","NR","6D"
"2099",2736,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_27",12,244,256,0.046875,14,"M","NR","6D"
"2100",2737,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_51",2487,16207,18694,0.133037338183374,14,"M","NR","6D"
"2101",2738,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_57",4,18674,18678,0.000214155691187493,14,"M","NR","6D"
"2102",2739,"I48","kw97-2","BDNF","6D","BDNF_6D_S44_sort.bam","BDNF_81",749,17863,18612,0.0402428540726413,14,"M","NR","6D"
"2103",2740,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_73",78,180,258,0.302325581395349,14,"M","NR","6D"
"2104",2741,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_92",31,227,258,0.12015503875969,14,"M","NR","6D"
"2113",2751,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_95",0,257,257,0,14,"M","NR","6D"
"2114",2752,"I48","kw97-2","CRF","6D","CRF_6D_S44_sort.bam","CRF_113",73,173,246,0.296747967479675,14,"M","NR","6D"
"2115",2757,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_92",3,296,299,0.0100334448160535,44,"M","SR","2B"
"2116",2758,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_95",15,285,300,0.05,44,"M","SR","2B"
"2117",2759,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_154",55,793,848,0.0648584905660377,44,"M","SR","2B"
"2118",2760,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_157",1,845,846,0.00118203309692671,44,"M","SR","2B"
"2119",2762,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_160",10,836,846,0.0118203309692671,44,"M","SR","2B"
"2124",2772,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_165",0,844,844,0,44,"M","SR","2B"
"2146",2795,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_49",52,248,300,0.173333333333333,44,"M","SR","2B"
"2147",2796,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_73",26,271,297,0.0875420875420875,44,"M","SR","2B"
"2150",2800,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_45",85,15045,15130,0.00561797752808989,44,"M","SR","2B"
"2151",2801,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_48",524,14788,15312,0.0342215256008359,44,"M","SR","2B"
"2152",2802,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_51",1182,14129,15311,0.0771993991248122,44,"M","SR","2B"
"2164",2816,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_57",3,15300,15303,0.0001960399921584,44,"M","SR","2B"
"2165",2817,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_81",4,15224,15228,0.00026267402153927,44,"M","SR","2B"
"2168",2820,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_27",83,214,297,0.279461279461279,44,"M","SR","2B"
"2169",2821,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_33",70,226,296,0.236486486486486,44,"M","SR","2B"
"2170",2825,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_26",1162,14114,15276,0.0760670332547787,44,"M","SR","2B"
"2171",2826,"J01","kw95-13","BDNF","2B","BDNF_2B_S10_sort.bam","BDNF_37",8,15304,15312,0.000522466039707419,44,"M","SR","2B"
"2172",2827,"J01","kw95-13","CRF","2B","CRF_2B_S10_sort.bam","CRF_113",172,127,299,0.575250836120401,44,"M","SR","2B"
"2174",2829,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_45",7,957,964,0.00726141078838174,44,"M","SR","2B"
"2175",2830,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_66",0,964,964,0,44,"M","SR","2B"
"2176",2831,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_90",1,945,946,0.00105708245243129,44,"M","SR","2B"
"2177",2832,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_92",0,946,946,0,44,"M","SR","2B"
"2178",2833,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_132",12,916,928,0.0129310344827586,44,"M","SR","2B"
"2179",2834,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_148",15,760,775,0.0193548387096774,44,"M","SR","2B"
"2180",2835,"J01","kw95-13","NP","2B","NP_2B_S10_merge.bam","NP_151",11,825,836,0.0131578947368421,44,"M","SR","2B"
"2186",2841,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_65",434,29635,30069,0.014433469686388,44,"M","SR","8B"
"2187",2842,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_71",5,30051,30056,0.000166356135214267,44,"M","SR","8B"
"2193",2849,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_29",3,29430,29433,0.000101926409132606,44,"M","SR","8B"
"2194",2850,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_36",513,28974,29487,0.0173974972021569,44,"M","SR","8B"
"2195",2851,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_49",390,29652,30042,0.0129818254443779,44,"M","SR","8B"
"2196",2852,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_51",9,30031,30040,0.000299600532623169,44,"M","SR","8B"
"2197",2853,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_54",436,29623,30059,0.0145048072124821,44,"M","SR","8B"
"2198",2856,"J01","kw95-13","ACTB","8B","ACTB_8B_S58_sort.bam","ACTB_74",6,30067,30073,0.000199514514680943,44,"M","SR","8B"
"2200",2858,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_57",6,17784,17790,0.000337268128161889,40,"M","SR","2A"
"2201",2859,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_37",1191,16601,17792,0.0669401978417266,40,"M","SR","2A"
"2204",2862,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_151",23,847,870,0.0264367816091954,40,"M","SR","2A"
"2207",2867,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_45",416,17015,17431,0.0238655269347714,40,"M","SR","2A"
"2208",2868,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_148",10,774,784,0.0127551020408163,40,"M","SR","2A"
"2215",2875,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_81",217,17500,17717,0.0122481232714342,40,"M","SR","2A"
"2217",2877,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_48",676,17115,17791,0.037996739924681,40,"M","SR","2A"
"2218",2878,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_51",909,16883,17792,0.0510903776978417,40,"M","SR","2A"
"2219",2880,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_65",173,23001,23174,0.00746526279451109,40,"M","SR","8A"
"2220",2881,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_71",489,22675,23164,0.0211103436366776,40,"M","SR","8A"
"2221",2882,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_74",538,22631,23169,0.0232206828089257,40,"M","SR","8A"
"2222",2883,"J03","kw93-56","BDNF","2A","BDNF_2A_S9_sort.bam","BDNF_26",1816,15680,17496,0.103795153177869,40,"M","SR","2A"
"2229",2890,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_45",7,1000,1007,0.00695134061569017,40,"M","SR","2A"
"2230",2891,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_66",12,993,1005,0.0119402985074627,40,"M","SR","2A"
"2231",2892,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_90",41,949,990,0.0414141414141414,40,"M","SR","2A"
"2232",2893,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_92",17,972,989,0.0171890798786653,40,"M","SR","2A"
"2233",2894,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_132",18,944,962,0.0187110187110187,40,"M","SR","2A"
"2238",2899,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_36",412,22357,22769,0.0180947779876147,40,"M","SR","8A"
"2239",2900,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_49",392,22732,23124,0.0169520844144612,40,"M","SR","8A"
"2240",2901,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_51",137,22984,23121,0.00592534924959993,40,"M","SR","8A"
"2241",2903,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_154",28,838,866,0.0323325635103926,40,"M","SR","2A"
"2242",2904,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_157",13,854,867,0.0149942329873126,40,"M","SR","2A"
"2247",2909,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_160",9,858,867,0.0103806228373702,40,"M","SR","2A"
"2257",2924,"J03","kw93-56","NP","2A","NP_2A_S9_merge.bam","NP_165",16,852,868,0.0184331797235023,40,"M","SR","2A"
"2264",2932,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_49",66,290,356,0.185393258426966,40,"M","SR","2A"
"2270",2938,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_29",297,22434,22731,0.0130658571994193,40,"M","SR","8A"
"2274",2950,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_113",172,177,349,0.492836676217765,40,"M","SR","2A"
"2277",2953,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_27",40,315,355,0.112676056338028,40,"M","SR","2A"
"2278",2954,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_33",57,299,356,0.160112359550562,40,"M","SR","2A"
"2279",2955,"J03","kw93-56","ACTB","8A","ACTB_8A_S57_sort.bam","ACTB_54",250,22890,23140,0.0108038029386344,40,"M","SR","8A"
"2280",2956,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_73",32,323,355,0.0901408450704225,40,"M","SR","2A"
"2281",2957,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_92",49,306,355,0.138028169014085,40,"M","SR","2A"
"2282",2958,"J03","kw93-56","CRF","2A","CRF_2A_S9_sort.bam","CRF_95",37,318,355,0.104225352112676,40,"M","SR","2A"
"2283",2959,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_151",0,1177,1177,0,38,"F","SR","2G"
"2285",2961,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_157",1,1175,1176,0.000850340136054422,38,"F","SR","2G"
"2287",2963,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_154",0,1175,1175,0,38,"F","SR","2G"
"2290",2967,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_90",1,1338,1339,0.000746825989544436,38,"F","SR","2G"
"2292",2971,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_160",0,1175,1175,0,38,"F","SR","2G"
"2293",2972,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_165",0,1174,1174,0,38,"F","SR","2G"
"2295",2978,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_45",0,1357,1357,0,38,"F","SR","2G"
"2296",2979,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_66",0,1357,1357,0,38,"F","SR","2G"
"2297",2981,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_92",0,1337,1337,0,38,"F","SR","2G"
"2298",2982,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_132",3,1300,1303,0.00230237912509593,38,"F","SR","2G"
"2299",2983,"J04","kw95-17","NP","2G","NP_2G_S15_merge.bam","NP_148",0,1058,1058,0,38,"F","SR","2G"
"2304",3007,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_26",2837,11260,14097,0.201248492587075,38,"F","SR","2G"
"2305",3008,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_37",10,14128,14138,0.000707313622860376,38,"F","SR","2G"
"2306",3009,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_45",2,14023,14025,0.000142602495543672,38,"F","SR","2G"
"2315",3023,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_48",5,14132,14137,0.000353681827827686,38,"F","SR","2G"
"2318",3047,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_51",1912,12224,14136,0.135257498585173,38,"F","SR","2G"
"2319",3048,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_57",0,14134,14134,0,38,"F","SR","2G"
"2320",3049,"J04","kw95-17","BDNF","2G","BDNF_2G_S15_sort.bam","BDNF_81",0,14031,14031,0,38,"F","SR","2G"
"2332",3061,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_48",512,18957,19469,0.0262982176793877,37,"M","SR","1H"
"2333",3062,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_51",1360,18107,19467,0.069861817434633,37,"M","SR","1H"
"2336",3066,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_45",19,1595,1614,0.0117719950433705,37,"M","SR","1H"
"2337",3067,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_160",26,1337,1363,0.0190755685986794,37,"M","SR","1H"
"2338",3068,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_45",477,18664,19141,0.0249203280915313,37,"M","SR","1H"
"2339",3069,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_49",53,235,288,0.184027777777778,37,"M","SR","1H"
"2340",3070,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_73",36,252,288,0.125,37,"M","SR","1H"
"2341",3071,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_92",24,264,288,0.0833333333333333,37,"M","SR","1H"
"2342",3072,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_95",20,268,288,0.0694444444444444,37,"M","SR","1H"
"2343",3073,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_36",351,31352,31703,0.0110715074283191,37,"M","SR","7H"
"2344",3074,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_49",6,32181,32187,0.000186410662689906,37,"M","SR","7H"
"2345",3075,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_51",445,31737,32182,0.0138276054937543,37,"M","SR","7H"
"2346",3076,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_54",22,32187,32209,0.000683038902170201,37,"M","SR","7H"
"2347",3077,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_65",491,31845,32336,0.0151843146956952,37,"M","SR","7H"
"2348",3078,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_71",2,32322,32324,6.18735305036505e-05,37,"M","SR","7H"
"2349",3081,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_157",6,1358,1364,0.00439882697947214,37,"M","SR","1H"
"2353",3087,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_66",9,1605,1614,0.00557620817843866,37,"M","SR","1H"
"2354",3088,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_90",16,1575,1591,0.0100565681961031,37,"M","SR","1H"
"2356",3090,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_132",13,1515,1528,0.00850785340314136,37,"M","SR","1H"
"2357",3091,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_148",5,1242,1247,0.00400962309542903,37,"M","SR","1H"
"2358",3092,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_151",6,1353,1359,0.00441501103752759,37,"M","SR","1H"
"2359",3093,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_154",30,1329,1359,0.022075055187638,37,"M","SR","1H"
"2362",3096,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_165",0,1364,1364,0,37,"M","SR","1H"
"2364",3099,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_26",1625,17407,19032,0.0853825136612022,37,"M","SR","1H"
"2367",3102,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_37",987,18479,19466,0.0507037912257269,37,"M","SR","1H"
"2369",3104,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_74",354,31993,32347,0.0109438278665719,37,"M","SR","7H"
"2371",3114,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_113",146,141,287,0.508710801393728,37,"M","SR","1H"
"2384",3127,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_57",152,19377,19529,0.00778329663577244,37,"M","SR","1H"
"2385",3128,"J06","kw93-55","BDNF","1H","BDNF_1H_S8_sort.bam","BDNF_81",355,19171,19526,0.0181808870224316,37,"M","SR","1H"
"2387",3130,"J06","kw93-55","NP","1H","NP_1H_S8_merge.bam","NP_92",15,1575,1590,0.00943396226415094,37,"M","SR","1H"
"2392",3135,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_27",34,248,282,0.120567375886525,37,"M","SR","1H"
"2393",3136,"J06","kw93-55","CRF","1H","CRF_1H_S8_sort.bam","CRF_33",64,219,283,0.226148409893993,37,"M","SR","1H"
"2404",3150,"J06","kw93-55","ACTB","7H","ACTB_7H_S56_sort.bam","ACTB_29",605,31035,31640,0.0191213653603034,37,"M","SR","7H"
"2416",3173,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_73",34,237,271,0.125461254612546,23,"F","SR","2E"
"2417",3174,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_92",29,242,271,0.107011070110701,23,"F","SR","2E"
"2433",3197,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_45",601,13270,13871,0.0433278062144042,23,"F","SR","2E"
"2434",3198,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_48",236,13765,14001,0.0168559388615099,23,"F","SR","2E"
"2435",3199,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_51",1197,12807,14004,0.0854755784061697,23,"F","SR","2E"
"2436",3200,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_57",103,13862,13965,0.00737558181167204,23,"F","SR","2E"
"2437",3201,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_81",352,13572,13924,0.025280091927607,23,"F","SR","2E"
"2442",3210,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_49",69,201,270,0.255555555555556,23,"F","SR","2E"
